medium,filmwebId,polishTitle,originalTitle,year,userRating,viewDate,comment
film,30630,Mulholland Drive,Mulholland Dr.,2001,5,20200812,może i atmosfera świetna ale niczego w tym filmie ponad to nie widziałem
film,728928,Mune,"Mune, le gardien de la lune",2014,6,20201207,"Ciekawy świat, chociaż segmenty 2D przyćmiewają 3D, z którego praktycznie cały film jest skomponowany, sam skrypt jednak mi średnio podszedł"
film,7907,Murarz,Murarz,1973,8,20210507,"Bardzo duży potencjał, który gdzieś umknął pod przekazem propagandowym i prawdopodobnie również cenzury"
film,714,Wesele Muriel,Muriel's Wedding,1994,8,20221223,Taka niby typowa obyczajówka zrobiona na porządnym poziomie i nie skapiąca dosyć niezłymi parallelami psychologicznymi koniec końców
film,98875,Urodziny mojego najlepszego przyjaciela,My Best Friend's Birthday,1987,8,20210313,"Bardzo dobrze napisany, świetnie zrealizowany, robi wrażenie biorąc pod uwagę, że to jednak short jest"
film,204050,Moja babcia prasowała królewskie koszule,My Grandmother Ironed the King's Shirts,1999,5,20211107,Daje radę choć merytorycznie bez szału
film,445228,Mój happy end,My Happy End,2007,7,20210404,Fajny ale kończy się jedynie na byciu fajnym i tyle.
film,877931,Mit: Opowieść z Krainy lodu,Myth: A Frozen Tale,2019,8,20211002,"Bardzo, bardzo ładna historyjka, której brakuje czegoś trochę więcej - choć nigdy nie aspirowała chyba do bycia czymś więcej - raczej tylko by być w vr :)"
film,98801,Ballada o Narayamie,Narayama bushiko,1983,7,20241009,"Jak dwa filmy, slice of life i podróż, trochę topornie, trochę genialnie"
film,750000,Naturalne przyciąganie,Natural Attraction,2014,9,20201203,"Przepiękne CG, mam słabość do tak pięknych widowisk, które zostały przygotowane w pełni w 3D"
film,35352,Sieć,Network,1976,10,20230715,"Kapitalna dekompozycja mediów, z wieloma momentami, które kompletnie powalają na kolana. Niesamowicie napisane monologi i porażająca gra aktorska."
film,489488,Kolejne piętro,Next Floor,2008,5,20210104,"Trochę artystyczny dla bycia artystycznym, o ile artystyczność mi nie przeszkadza, coś tam w tym musi jeszcze być."
film,681,Nic śmiesznego,Nic śmiesznego,1995,7,20220903,"Faktycznie nic śmiesznego, trochę erotyki, trochę miału - generalnie wiele się z tego teoretycznie nie wyciągnie ale ogląda się dobrze. Świetny start i koniec."
film,35459,Nie wiem,Nie wiem,1976,8,20210623,"Pozornie lekki dokument obnaża dosyć szerokie spektrum funkcjonowania systemu, którego ponadczasowe problemy uwydatniają się w praktycznie zwykłym monologu."
film,795006,Night Spinning,Night Spinning,2017,7,20201124,"Doceniam walory artystyczne, choć fabularnie not quite my cup of tea"
film,861748,Ziemia nocą: Filmowanie w ciemności,Night on Earth: Shot in the Dark,2020,7,20210113,"Całkiem spoko, choć fajnie by było się dowiedzieć więcej o technologii, kosztach, etc. jeśli to dokument o dokumencie."
film,811327,Nimona,Nimona,2023,6,20230630,"Nie do końca dla mnie wypaliło, struktura fabularna jest dziurawa i zbyt ukierunkowana na byciem goofy, nie trzyma to się do końca kupy."
film,94613,Człowieczy los I,Ningen no joken I,1958,10,20201202,"Bezbłędna kinematografia, pomimo 3.5h dłużyzny się nie czuje, gra aktorska stoi bardzo wysoko, a sam motyw przewodni ujmuje mocno w przedstawionych realiach"
film,94611,Człowieczy los III,Ningen no jôken,1961,7,20201207,"Niestety, wiele elementów przestaje tutaj współgrać, marudzę na aktorstwo, na zbytnie skoki fabularne, brakowało też kunsztu warsztatowego z I części, ale ok."
film,94612,Człowieczy los II,Ningen no jôken,1959,8,20201203,"Ogółem jest świetnie, ale mam wrażenie, że reżyseria gorzej wyszła w zderzeniu ze scenami wojennymi, do tego brakowało mi jakiejś większej głębii i magii tutaj."
film,605978,No Time,No Time,1994,5,20210221,"Nic szczególnego, kompilacja mało śmiesznych skeczy"
film,757778,Nie czas umierać,No Time to Die,2021,7,20211117,"Pierwsze 45 minut wyborne, stylistyka pierwsza klasa, bond w fomie a potem... wciąż jest dobrze ale tylko dobrze."
film,840078,Nikt,Nobody,2021,7,20210415,"Primer filmu mnie urzekł, oczekiwałem dosyć prostego acz dobrze wykonanego kina akcji z fajnym combatem i choreografią i dostałem tyle i aż tyle :)"
film,113371,Nocturna,Nocturna,2007,5,20210313,"Może i nieźle wygląda i dla dzieci to jak najbardziej niezłe kino, ale tematycznie jest dosyć płaski i bez detali"
film,869679,Nie!,Nope,2022,6,20221011,"Bardzo dziwny, niby fajnie zrealizowany ale trochę wybrakowany jednak koniec końców."
film,37614,Zbłąkany pies,Nora inu,1949,6,20211230,Taki typowy kryminał raczej pozbawiony szczególnych wdzięków Kurosawy
film,8770,Północ - północny zachód,North by Northwest,1959,7,20220108,"Całkiem błyskotliwy scenariusz, momentami reżyseria daje kopa, trochę mało satysfakcjonujące zakończenie, porządne kino starych lat."
film,30807,Nostalgia,Nostalghia,1983,8,20210506,"Filmy tarkowskeigo są najpiękniejsze, topka scenograficzna i reżyserska, trochę ogląda się i nie widać głównej osi, acz ogląda się jak zwykle jakby w transie."
film,8228,Cinema Paradiso,Nuovo cinema Paradiso,1988,9,20230213,"Ta magia filmu jednak wybuchła z czasem, z czasem i pod koniec baaardzo ładnie zwieńczona historia."
film,894,Nóż w wodzie,Nóż w wodzie,1961,7,20211231,"Jako protoplasta się nadaje, choć jest to thriller w wersji soft, nic szczególnie się nie wybija prócz fakt, że to prosta historia, którą nieźle się ogląda."
film,323003,Zabłąkani,O-bal-tan,1961,4,20230726,"Całkiem porządną reżyserię psuje dosyć słaby scenariusz, niezbyt dobra charakteryzacja i średnia gra aktorska które ciężko brać na poważnie."
film,32143,Ofiarowanie,Offret Sacrificatio,1986,9,20210403,"Ah, Andrei Tarkovsky experience ponownie nie zawodzi, artystyczny, cudowna reżyseria, przeplatane wątki z różnych gatunków i... w pewnym sensie psychodeliczny."
film,748224,Okja,Okja,2017,8,20210122,"Jeśli przymknąć oko na niedoskonałe CG, to jest to bardzo bogaty w detale film, nienachalny, zaskakująco zbilansowany i baaardzo zgrabnie wyreżyserowany"
film,115059,Oldboy,Oldeuboi,2003,9,20201201,"Dużo tutaj wyszło wyjątkowo, reżyseria przede wszystkim i balansowanie między komedią a dramatem, ale końcówka rozwaliła mnie jak nic od dawien dawna"
film,863208,Był sobie bałwan,Once Upon a Snowman,2020,5,20211002,"meh, bez szału (jak oryginał)"
film,1038,Dawno temu w Ameryce,Once Upon a Time in America,1984,8,20201104,Dobra historia
film,804561,Pewnego razu... w Hollywood,Once Upon a Time... in Hollywood,2019,8,20190827,"Znaczy, jest charakterystyczny jako obraz, dużo subtelności ale jako całość trochę niedomaga. Tarantino specjalizuje się w czym innym, stety niestety."
film,31913,Tylko instynkt,Once Were Warriors,1994,8,20201209,"Mocno nieprzyjemny, reżyseria poprawna ale stawkę podbijają kluczowe elementy fabularne które niestety nie wykraczają daleko w sferze merytorycznej ale są mocne"
film,832178,Naprzód,Onward,2020,8,20201126,"Film ma swoje momenty słabości ale światło, fx to klasa sama w sobie, a animacja i smaczki scenariuszowe też niczego sobie i warto dla nich spędzić czas"
film,868880,Gra fortuny,Operation Fortune: Ruse de Guerre,2023,6,20230121,"Taki bond klasy B, ogląda się nieźle, choć bez jakichś większych fajerwerków (choć jakieś tam fajerwerki się przewijają)"
film,10002817,Oppenheimer,Oppenheimer,2023,7,20230720,"Technicznie majstersztyk, wizualnie świetnie - ale oczekiwałem większego pocisku, trochę ciężko śledzić pędzące wątki w późniejszej części."
film,100296,Czarny Orfeusz,Orfeu Negro,1959,9,20220101,"Bajecznie odegrane role, trochę zjeżdża i gubi się w tym karnawałowym szaleństwie, i być może chciałoby się coś więcej od seansu, ale jako paczka jest skończona"
film,843452,Nasza planeta - za kulisami,Our Planet: Behind the Scenes,2019,6,20210113,"Ciekawie, prezentuje techniki, co ciekawsze metody i ujęcia, i co bardziej wymuszające emocje sceny, i to ostatnie niestety obniża jakość i dokumentu i serialu."
film,493391,Nasza wspaniała natura,Our Wonderful Nature,2008,6,20210415,"Jakość animacji dosyć średnia, ale nawet ogląda się to nieźle, bo humor jest i widać, że jest to robione z dużym dystansem :)"
film,857991,Out,Out,2020,8,20211002,Fantastyczny
film,789494,Out of Order,Out of Order,1916,7,20210511,Nawet niezły
film,851011,Wyprawa na Księżyc,Over the Moon,2020,8,20210113,"Technicznie piękny, kolory, światło, wiele sekwencji animacyjnych to absolutna topka, reszta też raczej na wyżynach daje radę, choć mocno imituje disneya."
film,595351,Paddington,Paddington,2014,7,20201010,"Wyśmienite CG, dobre kino familijne"
film,759104,Paddington 2,Paddington 2,2017,7,20201018,"Przyjemna animacja, naprawdę niezłe elementy artystyczne i niektóre wątki robią wrażenie, ale koniec końców chyba pierwowzór wydawał się bardziej kompletny"
film,755812,Pandora,Pan-do-ra,2016,6,20210122,"Dobry warsztat, ale za dużo patetyzmu"
film,8558,"Paryż, Teksas","Paris, Texas",1984,8,20220708,"Kinematografia pierwsza klasa, spora doza subtelności, naprawdę porządny klimat"
film,10029803,Poprzednie życie,Past Lives,2023,8,20231009,"Słodki z dużą dozą skondensowanych pocisków emocjonalnych, ciekawe kombinacje lingwistyczne i prowadzenie fabuły, choć trochę leniwie prowadzone pierw."
film,775389,Pearl,Pearl,2016,8,20200826,"Bardzo zgrabna animacja, której brakuje czegoś w sumie ekstra ekstra do naładowania potencjału"
film,11889,Za garść dolarów,Per un pugno di dollari,1964,8,20210101,"Bardzo fajne zabiegi narracyjne i reżyserskie sprawiają, że przyjemniej się ogląda ten seans"
film,98249,Perfect Blue,Perfect Blue,1997,7,20170217,"Trudno ocenić, zagmatwany film strukturalnie i treściwie."
film,8610,Personel,Personel,1975,8,20210704,"Kinematografia to jest coś pięknego tutaj, brakowało mi w całości jednak takiej szczególnej kropki nad i, wyszedł taki w sumie dokument, który warty jest uwagi."
film,757293,Piotruś Królik,Peter Rabbit,2018,5,20201112,Naprawdę niezłe rzeczy się dzieją w zakresie animacji i cg ale to za mało by z tego wyszedł tęgi repertuar
film,824101,Piotruś Królik 2: Na gigancie,Peter Rabbit 2: The Runaway,2021,8,20210604,"W zasadzie, to wszystko gra: technicznie super, scenariusz zaskakująco świetnie napisany, bawiłem się wspaniale w kinie, być może aż zbyt dobrze nawet :)"
film,155668,Szczekające psy nigdy nie gryzą,Peul-lan-da-seu-eui Gae,2000,8,20220626,"Film się gubi i kręci, ale odtwarza dosyć bawiącą groteskę, która koniec końców warta jest odpalonej świeczki"
film,845,Pi,Pi,1998,8,20210220,"Odpala z pompą, potem robi się trochę fabularne mumbo jumbo, ale reżyseria, charakteryzacja i stosunkowa świeżość formatu potrafi zrobić ciekawe wrażenie"
film,773046,Pianoid,Pianoid,2015,8,20201126,"Świetna jakość animacji, porządny scenariusz z bardzo zaskakującym zakończeniem"
film,8644,Pierwsza miłość,Pierwsza miłość,1974,9,20210621,"Bardzo kompletny, ujęta bajeczna ilość detali, niby dokument a jednak wykracza poza formułę, serwując wręcz nieskazitelny obraz wycinka ludzkiego życia"
film,747433,Pitbull. Nowe porządki,Pitbull. Nowe porządki,2016,3,20161008,"Zlepek losowych scen i często na siłę wpychanego lolcontentu. Płączące dziecko lepiej zagrało od Ostaszewskiej (!). Piękne zdjęcia. Trailery mega, a film słaby."
film,795063,Pitbull. Ostatni pies,Pitbull. Ostatni pies,2018,3,20220502,"Bardzo kiepsko to wygląda, przede wszystkim fabularnie. Scenariusz jest fatalny, mało interesujący tak samo intryga i bohaterowie - szkoda."
film,271659,Podwójne życie Kieratówny,Podwójne życie Kieratówny,1997,7,20260430,Polski Wes Anderson
film,874687,Biedne istoty,Poor Things,2023,8,20231216,To jak sen na jawie.
film,8792,Porno,Porno,1989,8,20220904,"Cóż, jest śmieszny. Trochę porno, trochę realia, trochę proza życia."
film,829444,Portret kobiety w ogniu,Portrait de la jeune fille en feu,2019,8,20210925,Bardzo ładny film ale mocno niekonsekwentny w tym co próbuje osiągnąć. Skoczna formuła ujmuje znakomitym subtelnością ujętym w całym repertuarze.
film,8801,Opętanie,Possession,1981,10,20240605,"Jak gdyby połączenie lśnienia z egzorcystą na najwyższych obrotach, niesamowite. Kosmiczne role, realizacja, charakteryzacja i gra aktorska. Wow."
film,133075,Postrzyżyny,Postrzyżyny,1973,8,20201017,"Świetny, jak dla mnie oryginalny styl animacji i mocno przyziemnie kulturalny temat"
film,10059629,Predator: Strefa zagrożenia,Predator: Badlands,2025,8,20251111,Wiele scen akcji robi wrażenie choć wątki komediowe i dialogi potrafią zjechać z tonu
film,685546,Premier Automne,Premier Automne,2013,10,20200823,Absolutnie przepiękna i prześliczna animacja łącząca w najnieskazitelniejszej formule subtelności absolutnie niezrównane i z bardzo bardzo rzadka spotykane.
film,507169,Labirynt,Prisoners,2013,7,20210103,"Porządny thriller, problem tylko, że niczym nie wyskakuje i szczególnie nie wyróżnia się, trzyma po prostu stabilny poziom i zaledwie tyle pozostaje."
film,751169,Procession à Séville III,Procession à Séville III,1898,,20210512,waaaaaaat
film,8900,Prognoza pogody,Prognoza pogody,1982,9,20200918,Polski lot nad kukułczym gniazdem
film,839338,Promare,Promare,2019,9,20220926,"Kiedy człowiek myśli, że nie dadzą rady tak dalej nawalać, tu szok, bo ta produkcja jedzie dalej z niesamowitą dozą artystycznej fantazji - piękny wizualnie."
film,523230,Prometeusz,Prometheus,2012,6,20201025,"Niezłe zdjęcia, fx, ale mógłby być lepiej napisany i mieć lepsze postaci, w ostatecznym rozrachunku raczej blado wypada, ale ogląda się nieźle"
film,115281,Protozoa,Protozoa,1993,7,20210308,Coś w tym jest co daje trochę do myślenia i wykonanie jak na studencki chyba short całkiem bardzo znośny
film,8922,Przed rajdem,Przed rajdem,1971,6,20210506,"Taki dosyć suchy dokument z fajną reżyserią, tylko że znów, raczej robiłaś"
film,8925,Przejście podziemne,Przejście podziemne,1973,6,20210627,"Świetnie odegrane role aktorskie, ale scenariusz bez większego dna i niestety mało z obrazu wynika"
film,1200,Przesłuchanie,Przesłuchanie,1982,7,20220904,"Ostry ale trochę zbyt surowy realizacyjnie i trochę bez celu, scenariusz raczej zabunkrowany w pewnej dozie bycia w swojej erze i trochę na tym poprzestaje"
film,8944,Prześwietlenie,Prześwietlenie,1974,7,20210506,"Dosyć intymny wywiad, świetna reżyseria"
film,768257,"Psychonauci, zapomniane dzieci","Psiconautas, los niños olvidados",2015,8,20210316,"Bardzo dziwny film, estetycznie raczej ostre wyżyny ale czasem zjeżdża zbyt nisko tematycznie co robi z całości taki dosyć dziwny budyń, smaczny ale jako danie?"
film,713609,Psycho-Pass,Psycho-Pass,2015,6,20201020,"Smaczny twist pod koniec, niezła walka, ale to nie do końca psycho pass, zbyt bazuje na tanich scenariuszowych chwytach a sam skrypt raczej denny i wtórny"
film,219972,Kot w butach,Puss in Boots,2011,6,20230211,"Kilka fajnych scen, ale w sumie nie do końca ciekawa historia i postaci."
film,714479,Kot w butach: Ostatnie życzenie,Puss in Boots: The Last Wish,2022,6,20230114,"Największym problemem są nijakie postaci, nieco eksperymentalne sekwencje dają powiew świeżości, ale oczekiwałem czegoś więcej"
film,126074,Pigmalion,Pygmalion,1938,9,20220227,"Zaskakująco świetny warsztat reżyserski i aktorski, z opowieścią, którą można nazwać sztandarowym klasykiem - pięknym i z wielotorowością podbijającą stawkę."
film,34504,Millennium Mambo,Qian Xi Man Po,2001,6,20220629,"Niby jest tam jakaś atmosfera, niby coś świta w stylu upadłych aniołów ale film się katastrofalnie dłuży i nie wnosi w sumie nic szczególnego.."
film,284707,Querelle enfantine,Querelle enfantine,1896,8,20210512,"Śmieszki, śmieszny, w sumie otwiera trochę oczy :D"
film,586,Magiczny miecz - Legenda Camelotu,Quest for Camelot,1998,9,20201013,"Wysoka klasa utrzymana w całym przekroju produkcji, warte odnotowania jakość animacji, scenariusza i świetny mixing dźwięku"
film,359531,REW-FFWD,REW-FFWD,1994,8,20210104,"Coś z pogranicza sztuki nowoczesnej, dokumentu, ze świetną reżyserią i dość ciekawym materiałem, który w zasadzie naprawdę się wybija, świetny debiut"
film,32887,Polowanie na króliki,Rabbit-Proof Fence,2002,8,20230401,"Odpala z przytupem, ze świetnymi detalami, które z czasem zanikają w centrum fabuły skoncentrowanej na postaciach."
film,1044,Wściekły Byk,Raging Bull,1980,7,20230628,"Jest dobry, z momentami, które są naprawdę fantastycznie napisane i wykonane, ale ostatecznie po prostu porządny film"
film,775652,Rain or Shine,Rain or Shine,2016,6,20220102,"O ile animacja jest śliczna, tak nie ma w niej większego potencjału, dzięki któremu chciałoby się to oglądać i polecać, chociaż formuła 360 jest niezła"
